,Fungi,Viridiplantae,Unclassified,Rhizaria,Choanoflagellozoa,Amoebozoa,Ichthyosporia,Stramenopila
SL1765,91.68907191233026,1.5519177755845217,6.724977027532927,0.006806656910458429,0.0,0.0,0.027226627641833714,0.0
SL1766,85.18041237113403,1.1326641345632122,13.67335865436788,0.013564839934888768,0.0,0.0,0.0,0.0
SL1767,96.65423576397154,0.3015155121796398,3.044248723848819,0.0,0.0,0.0,0.0,0.0
SL1768,86.46184624178336,4.369819948556731,9.168333809659902,0.0,0.0,0.0,0.0,0.0
SL1769,79.6578995769726,3.721414996014959,13.451045306848139,3.1696401201643063,0.0,0.0,0.0,0.0
SL1770,73.23063978512022,17.85702728067053,8.91233293420925,0.0,0.0,0.0,0.0,0.0
SL1771,77.78248245826276,11.571497701427534,10.646019840309702,0.0,0.0,0.0,0.0,0.0
SL1772,86.47106037634889,3.268527601890663,10.260412021760457,0.0,0.0,0.0,0.0,0.0
SL1773,18.253083534107663,0.003595958143047215,81.73972454960624,0.003595958143047215,0.0,0.0,0.0,0.0
SL1774,76.35102278989854,0.0,22.462476091678283,1.1832593120886958,0.0032418063344895774,0.0,0.0,0.0
SL1775,59.93841579953281,34.04650668931833,6.0150775111488635,0.0,0.0,0.0,0.0,0.0
SL1776,90.43145011744345,0.0,9.568549882556558,0.0,0.0,0.0,0.0,0.0
SL1777,98.06905951840072,0.0,1.930940481599273,0.0,0.0,0.0,0.0,0.0
SL1778,86.65538555547721,1.7250699193870596,11.579590589673083,0.03995393546264307,0.0,0.0,0.0,0.0
SL1779,86.84771728249989,0.08704356530443487,12.146929538233886,0.9183096139617879,0.0,0.0,0.0,0.0
SL1780,92.08669514317354,1.9174181300427147,5.995886726783737,0.0,0.0,0.0,0.0,0.0
SL1781,93.00182788077741,0.0,6.998172119222591,0.0,0.0,0.0,0.0,0.0
SL1782,84.10889699691272,4.911591355599215,10.979511647488073,0.0,0.0,0.0,0.0,0.0
SL1783,89.91410457427227,2.133751448633172,7.952143977094553,0.0,0.0,0.0,0.0,0.0
SL1784,97.1825105457896,0.0,2.8174894542103974,0.0,0.0,0.0,0.0,0.0
SL1785,87.2364794731379,3.6436522423851962,9.119868284476896,0.0,0.0,0.0,0.0,0.0
SL1786,91.33200640049955,2.6772821293369238,5.830698981383913,0.16001248877961208,0.0,0.0,0.0,0.0
SL1787,87.11950175165434,2.70533281432464,10.17516543402102,0.0,0.0,0.0,0.0,0.0
SL1788,87.67920866462156,0.47580291742315156,11.8449884179553,0.0,0.0,0.0,0.0,0.0
SL1789,92.23552084389898,0.0012678770666396187,7.1495587787808095,0.6136525002535754,0.0,0.0,0.0,0.0
SL1790,64.43484521238301,1.2958963282937366,34.269258459323254,0.0,0.0,0.0,0.0,0.0
SL1791,77.05954176542411,0.0,22.940458234575882,0.0,0.0,0.0,0.0,0.0
SL1792,37.432806646033555,0.0,62.567193353966445,0.0,0.0,0.0,0.0,0.0
SL1793,91.89017760057992,0.001812250815512867,8.077201884740848,0.030808263863718738,0.0,0.0,0.0,0.0
SL1794,87.32742716970422,3.1382407200924445,9.534332110203337,0.0,0.0,0.0,0.0,0.0
SL1795,89.25212916962384,0.0044357700496806245,10.743435060326473,0.0,0.0,0.0,0.0,0.0
SL1796,8.519480519480519,0.24242424242424243,91.2034632034632,0.0,0.03463203463203463,0.0,0.0,0.0
SL1797,93.46973391285911,0.28622919537792857,6.233435810452666,0.005300540655146825,0.0,0.005300540655146825,0.0,0.0
SL1798,95.2710301394512,0.9306117858749438,3.2782276203328835,0.5201304543409807,0.0,0.0,0.0,0.0
SL1799,90.40972394926635,1.088037801541905,8.502238249191743,0.0,0.0,0.0,0.0,0.0
SL1800,86.49601471489883,1.8087063151440834,11.695278969957082,0.0,0.0,0.0,0.0,0.0
SL1801,87.76726855832617,0.5445686443106907,11.688162797363141,0.0,0.0,0.0,0.0,0.0
SL1802,88.5201646090535,2.9563786008230455,8.51687242798354,0.006584362139917695,0.0,0.0,0.0,0.0
SL1803,90.94631774265788,0.358308273082091,8.69537398426003,0.0,0.0,0.0,0.0,0.0
SL1804,78.20360145790481,0.6279094944245968,21.1684890476706,0.0,0.0,0.0,0.0,0.0
SL1805,91.91861786769721,0.0,8.081382132302796,0.0,0.0,0.0,0.0,0.0
SL1806,93.89761233411801,0.33499754248907054,5.767390123392917,0.0,0.0,0.0,0.0,0.0
SL1807,85.98291730119844,0.4767264781831424,13.54035622061842,0.0,0.0,0.0,0.0,0.0
SL1808,98.0095587806726,0.0,1.9904412193273882,0.0,0.0,0.0,0.0,0.0
SL1809,92.4795234549516,0.0,7.316400540525634,0.2040760045227655,0.0,0.0,0.0,0.0
SL1810,90.85748731601949,0.2963781584367308,8.846134525543778,0.0,0.0,0.0,0.0,0.0
SL1811,92.77363408780035,0.0,7.226365912199654,0.0,0.0,0.0,0.0,0.0
SL1812,37.04370911159572,0.0,62.88992130463639,0.06636958376789609,0.0,0.0,0.0,0.0
SL1813,87.55160765669962,3.6344301263605656,8.813962216939823,0.0,0.0,0.0,0.0,0.0
SL1814,80.63112078346029,0.0,19.368879216539717,0.0,0.0,0.0,0.0,0.0
SL1815,75.40920960448379,15.0117826890007,9.579007706515508,0.0,0.0,0.0,0.0,0.0
SL1816,88.56432740372531,1.5247563461699574,9.910916250104723,0.0,0.0,0.0,0.0,0.0
SL1817,90.57158928648695,0.25528968889273507,9.164467136861235,0.008653887759075765,0.0,0.0,0.0,0.0
SL1818,47.72791419700818,43.59770439364004,8.674381409351774,0.0,0.0,0.0,0.0,0.0
SL1819,95.58273870200476,0.0,4.417261297995243,0.0,0.0,0.0,0.0,0.0
SL1820,66.27704662056658,0.3479812625474013,33.37497211688601,0.0,0.0,0.0,0.0,0.0
SL1821,94.59606986899563,0.0,5.403930131004367,0.0,0.0,0.0,0.0,0.0
SL1822,89.72670398419493,3.336626056415322,6.936669959389748,0.0,0.0,0.0,0.0,0.0
SL1823,93.92008093070308,0.3186646433990895,5.761254425897825,0.0,0.0,0.0,0.0,0.0
SL1824,93.66620640505991,0.004454144581533117,6.3293394503585585,0.0,0.0,0.0,0.0,0.0
SL1825,83.70962684227031,8.28890979408383,8.001463363645867,0.0,0.0,0.0,0.0,0.0
SL1826,92.57305622956008,0.9986988782220346,6.428244892217885,0.0,0.0,0.0,0.0,0.0
SL1827,91.0601483109036,1.4350453172205437,7.456742653117275,0.048063718758582806,0.0,0.0,0.0,0.0
SL1828,6.982613572630398,0.0,93.0173864273696,0.0,0.0,0.0,0.0,0.0
SL1829,90.52665554898059,0.814998117166066,8.658346333853354,0.0,0.0,0.0,0.0,0.0
SL1830,86.79045603232635,3.3288435635943814,9.73638637675582,0.14431402732345583,0.0,0.0,0.0,0.0
SL1831,90.10555152687132,2.046571589718798,7.783417935702199,0.06445894770767867,0.0,0.0,0.0,0.0
SL1832,90.84396295649135,0.5198322558098899,8.623099772846409,0.013105014852350166,0.0,0.0,0.0,0.0
SL1833,84.88372093023256,5.3166593535176245,9.653356735410268,0.1462629808395495,0.0,0.0,0.0,0.0
SL1834,89.63679074810264,0.5149981929887966,9.848211058908566,0.0,0.0,0.0,0.0,0.0
SL1835,86.35035320647047,0.0,13.649646793529534,0.0,0.0,0.0,0.0,0.0
SL1836,39.16083916083916,0.0,60.83916083916084,0.0,0.0,0.0,0.0,0.0
SL1837,90.39087947882736,2.5014616219827945,7.099306773573875,0.008352125615969264,0.0,0.0,0.0,0.0
SL1838,91.4210416811152,0.0,8.578958318884805,0.0,0.0,0.0,0.0,0.0
SL1839,93.75679318290508,0.0,6.243206817094909,0.0,0.0,0.0,0.0,0.0
SL1840,93.66880692847543,0.5599522174107809,5.771240854113782,0.0,0.0,0.0,0.0,0.0
SL1841,91.96912890874282,0.0,7.291001914486279,0.7398691767708998,0.0,0.0,0.0,0.0
SL1842,73.20562560620756,4.251535725832525,22.518590365341094,0.02424830261881668,0.0,0.0,0.0,0.0
SL1843,69.35372266814282,23.479449211181844,7.166828120675339,0.0,0.0,0.0,0.0,0.0
SL1844,73.6439435587319,1.6034451163643026,24.743448781381712,0.00916254352208173,0.0,0.0,0.0,0.0
SL1845,90.1644081019388,0.5692160998584184,9.26637579820278,0.0,0.0,0.0,0.0,0.0
SL1846,88.9801836636056,1.3210890929595618,9.698727243434831,0.0,0.0,0.0,0.0,0.0
SL1847,85.28169433041823,8.42405854006782,6.294247129513951,0.0,0.0,0.0,0.0,0.0
SL1848,96.52807341185374,0.0,3.4671964429307978,0.004730145215458115,0.0,0.0,0.0,0.0
SL1849,86.54580770475881,0.012949174490126255,12.949174490126255,0.49206863062479766,0.0,0.0,0.0,0.0
SL1850,82.78065486134314,8.152355496157702,9.066989642499165,0.0,0.0,0.0,0.0,0.0
SL1851,86.25187936676396,0.7473246661360219,13.000795967100027,0.0,0.0,0.0,0.0,0.0
SL1852,9.728809436945154,0.0,90.25902955125866,0.012161011796181443,0.0,0.0,0.0,0.0
SL1853,91.04220977314327,0.5352487658771978,8.419768151311775,0.0,0.002773309667757502,0.0,0.0,0.0
SL1854,89.85439797885779,1.5358021408151055,8.609799880327106,0.0,0.0,0.0,0.0,0.0
SL1855,90.32709895361292,0.0,9.67290104638708,0.0,0.0,0.0,0.0,0.0
SL1856,34.54545454545455,1.8181818181818181,63.63636363636363,0.0,0.0,0.0,0.0,0.0
SL1857,6.9593852908891325,0.0,93.04061470911087,0.0,0.0,0.0,0.0,0.0
SL1858,76.88694018164735,0.0,23.113059818352646,0.0,0.0,0.0,0.0,0.0
SL1859,85.1028014909222,0.4088012504508837,14.48839725862691,0.0,0.0,0.0,0.0,0.0
SL1860,7.856037151702786,0.0,92.1342879256966,0.009674922600619196,0.0,0.0,0.0,0.0
SL1861,90.9891472868217,0.0,9.010852713178295,0.0,0.0,0.0,0.0,0.0
SL1862,22.591743119266056,0.0,77.40825688073394,0.0,0.0,0.0,0.0,0.0
SL1863,96.96410430071114,0.34541144598713175,2.6904842533017272,0.0,0.0,0.0,0.0,0.0
SL1864,90.72907875089268,1.240018178276959,8.030903070830357,0.0,0.0,0.0,0.0,0.0
SL1865,91.35129076848358,1.3299958904621363,6.762057757686704,0.5566555833675795,0.0,0.0,0.0,0.0
SL1866,91.87208828983673,0.0,8.127911710163282,0.0,0.0,0.0,0.0,0.0
SL1867,90.5455524316564,4.342884488843692,5.11156307949991,0.0,0.0,0.0,0.0,0.0
SL1868,88.69496046043704,0.0,11.291001824902906,0.014037714660053343,0.0,0.0,0.0,0.0
SL1869,84.00968810241709,8.758835450546192,7.2117048094508425,0.0,0.019771637585883052,0.0,0.0,0.0
SL1870,95.49473684210527,0.6147368421052631,3.8905263157894736,0.0,0.0,0.0,0.0,0.0
SL1871,89.03856000630194,1.1540430895269604,9.807396904171098,0.0,0.0,0.0,0.0,0.0
SL1872,5.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
SL1873,93.5671100362757,0.0,5.779927448609432,0.652962515114873,0.0,0.0,0.0,0.0
SL1874,87.9393521709166,0.6005710347543566,11.460076794329034,0.0,0.0,0.0,0.0,0.0
SL1875,94.05670848609196,0.0,5.943291513908042,0.0,0.0,0.0,0.0,0.0
SL1876,11.167013015421634,0.0,88.8111123263699,0.021874658208465493,0.0,0.0,0.0,0.0
SL1877,93.33548119850877,1.5740783357113268,5.090440465779905,0.0,0.0,0.0,0.0,0.0
SL1878,92.3510927010427,2.185402085416369,5.463505213540922,0.0,0.0,0.0,0.0,0.0
SL1879,94.38728216536893,0.0,5.603448275862069,0.009269558769002595,0.0,0.0,0.0,0.0
SL1880,91.93872300874675,0.0,7.550082156312758,0.0,0.5111948349404989,0.0,0.0,0.0
SL1881,89.10102071959035,2.22794940486283,8.671029875546814,0.0,0.0,0.0,0.0,0.0
SL1882,90.55395227704652,0.0,9.446047722953473,0.0,0.0,0.0,0.0,0.0
SL1883,94.48222048823989,2.5526697135213468,2.9651097982387693,0.0,0.0,0.0,0.0,0.0
SL1884,90.71158108607314,2.3180642777983005,6.9703546361285555,0.0,0.0,0.0,0.0,0.0
SL1885,88.65429316052688,2.5744875677960133,8.771219271677115,0.0,0.0,0.0,0.0,0.0
SL1886,94.69944134078213,0.0,5.300558659217877,0.0,0.0,0.0,0.0,0.0
SL1887,95.76152316830716,0.36225255223389075,3.8762242794589388,0.0,0.0,0.0,0.0,0.0
SL1888,94.80119901226743,0.9164256757648985,4.282375311967674,0.0,0.0,0.0,0.0,0.0
SL1889,83.53648915187377,11.084812623274162,5.378698224852071,0.0,0.0,0.0,0.0,0.0
SL1890,96.89502217841302,0.0,3.1049778215869885,0.0,0.0,0.0,0.0,0.0
SL1891,94.65436091609476,0.0,5.345639083905235,0.0,0.0,0.0,0.0,0.0
SL1892,88.6507989570101,1.032961155311894,10.256067393193822,0.060172494484188,0.0,0.0,0.0,0.0
SL1893,94.98408824838822,0.0,5.015911751611786,0.0,0.0,0.0,0.0,0.0
SL1894,93.03776683087028,0.0,6.962233169129721,0.0,0.0,0.0,0.0,0.0
SL1895,89.95034223594149,0.2925781774258489,9.757079586632667,0.0,0.0,0.0,0.0,0.0
SL1896,94.0170081019682,0.0,5.982991898031805,0.0,0.0,0.0,0.0,0.0
SL1897,94.06599752042254,1.5285066490039232,4.405495830573529,0.0,0.0,0.0,0.0,0.0
SL1898,89.41346659652814,1.5228826933193056,9.063650710152551,0.0,0.0,0.0,0.0,0.0
SL1899,95.39605780379514,0.3902604564350556,4.213681739769803,0.0,0.0,0.0,0.0,0.0
SL1900,90.18635205791661,2.517465850352296,7.296182091731093,0.0,0.0,0.0,0.0,0.0
SL1901,94.3376465421129,0.9898983073752492,4.6724551505118415,0.0,0.0,0.0,0.0,0.0
SL1902,72.48680573008293,0.021990449861774314,24.54448353857753,2.8650414677054536,0.0,0.0816788137723046,0.0,0.0
SL1903,87.67833981841764,0.6797618489522291,11.29967340177832,0.34222493085181194,0.0,0.0,0.0,0.0
SL1904,91.03088046816434,2.9332817449761808,5.578797185210263,0.4570406016492153,0.0,0.0,0.0,0.0
SL1905,89.86932095749877,5.133528741247354,4.604298974108452,0.39285132714541604,0.0,0.0,0.0,0.0
SL1906,92.62898654752918,1.3155452149053872,6.055468237565437,0.0,0.0,0.0,0.0,0.0
SL1907,93.84072662395589,2.9052793771794665,3.25399399886465,0.0,0.0,0.0,0.0,0.0
SL1908,75.87054650975334,19.35152345639207,4.777930033854586,0.0,0.0,0.0,0.0,0.0
SL1909,87.33147187873953,2.082169924212206,10.586358197048265,0.0,0.0,0.0,0.0,0.0
SL1910,90.65030283710551,1.9493146318138348,7.40038253108065,0.0,0.0,0.0,0.0,0.0
SL1911,93.97783960092096,0.0,6.022160399079048,0.0,0.0,0.0,0.0,0.0
SL1912,86.37054709611022,3.8055808949079597,9.823872008981827,0.0,0.0,0.0,0.0,0.0
SL1913,91.85688160390139,0.0,7.855256028176646,0.28786236792197234,0.0,0.0,0.0,0.0
SL1914,92.75540610732934,4.365892998715109,2.878700893955548,0.0,0.0,0.0,0.0,0.0
SL1915,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
SL1916,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0
SL1917,87.27821220180209,2.246655817092049,10.475131981105863,0.0,0.0,0.0,0.0,0.0
SL1918,96.03443777719802,0.004348204191668841,3.9612140186103137,0.0,0.0,0.0,0.0,0.0
SL1919,89.07811019358333,6.543928523081088,4.37796128333559,0.0,0.0,0.0,0.0,0.0
SL1920,90.43981828166342,1.7772452698317607,7.7280215665718135,0.054914881933003847,0.0,0.0,0.0,0.0
SL1921,92.90118273636735,1.0795768058920903,6.019240457740565,0.0,0.0,0.0,0.0,0.0
SL1922,69.53472840605521,0.0,30.462488869100625,0.0027827248441674086,0.0,0.0,0.0,0.0
SL1923,89.75215327825629,0.7540868342415187,9.493759887502197,0.0,0.0,0.0,0.0,0.0
SL1924,42.524606987918084,0.0,57.470728180249104,0.004664831832812427,0.0,0.0,0.0,0.0
SL1925,92.73231177993082,3.002817288531574,4.264870931537598,0.0,0.0,0.0,0.0,0.0
SL1926,94.00542197674125,2.3284096379437025,3.6661683853150575,0.0,0.0,0.0,0.0,0.0
SL1927,95.40809798007494,0.0,4.591902019925053,0.0,0.0,0.0,0.0,0.0
SL1928,93.97712052346134,1.5194431636036274,4.503436312935029,0.0,0.0,0.0,0.0,0.0
SL1929,9.728484119827673,0.0,90.27151588017233,0.0,0.0,0.0,0.0,0.0
SL1930,94.44408216498206,1.1129225084229974,4.442995326594935,0.0,0.0,0.0,0.0,0.0
SL1931,84.88977277535649,6.12702576905175,8.983201455591757,0.0,0.0,0.0,0.0,0.0
SL1932,93.82866176202347,1.3680306438864231,4.803307594090108,0.0,0.0,0.0,0.0,0.0
SL1933,95.5951756685894,0.0014982395685070042,4.403326091842086,0.0,0.0,0.0,0.0,0.0
SL1934,91.73071258334896,1.5317462442760357,6.73754117237501,0.0,0.0,0.0,0.0,0.0
SL1935,86.64916205607727,1.4267150722735007,11.92412287164923,0.0,0.0,0.0,0.0,0.0
SL1936,16.666666666666668,0.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0
SL1937,94.02651602976204,0.6850325653942626,5.19992411946968,0.08852728537402778,0.0,0.0,0.0,0.0
SL1938,7.8125,0.0,92.1875,0.0,0.0,0.0,0.0,0.0
SL1939,91.88415336514727,1.609346717130163,6.506499917722561,0.0,0.0,0.0,0.0,0.0
SL1940,95.44175336858264,0.0,4.558246631417363,0.0,0.0,0.0,0.0,0.0
SL1941,96.09534196251758,0.9313204947909193,2.6562006715839623,0.0817954825933473,0.0,0.23534138851419223,0.0,0.0
SL1942,95.08120854177227,0.0,4.914383938999934,0.004407519227802631,0.0,0.0,0.0,0.0
SL1943,89.54374086327614,0.0,3.662383626990844,6.793875509733016,0.0,0.0,0.0,0.0
SL1944,68.54017246672062,1.7023414171294617,23.62347556721458,6.134010548935339,0.0,0.0,0.0,0.0
SL1945,79.32671336566341,14.86413671003002,5.727041798167963,0.08210812613860878,0.0,0.0,0.0,0.0
SL1946,89.4932469730983,6.925992713355169,3.516358149633828,0.06440216391270746,0.0,0.0,0.0,0.0
SL1947,95.88006646489822,0.0,4.119933535101774,0.0,0.0,0.0,0.0,0.0
SL1948,88.81721033293131,4.689647434998458,6.493142232070232,0.0,0.0,0.0,0.0,0.0
SL1949,92.84305035312956,0.008578045921139164,7.148371600949304,0.0,0.0,0.0,0.0,0.0
SL1950,94.6898582735137,1.1825878888275354,4.127553837658752,0.0,0.0,0.0,0.0,0.0
SL1951,93.52002321532211,0.4410911201392919,6.038885664538595,0.0,0.0,0.0,0.0,0.0
SL1952,87.5794885671763,3.389257204708429,9.031254228115275,0.0,0.0,0.0,0.0,0.0
SL1953,92.2602589422866,2.1922317314022384,5.54750932631117,0.0,0.0,0.0,0.0,0.0
SL1954,94.11516062370843,0.0,5.8848393762915645,0.0,0.0,0.0,0.0,0.0
SL1955,88.29332733711844,0.0028107257293833268,11.703861937152173,0.0,0.0,0.0,0.0,0.0
SL1956,94.37622104381803,0.0,5.623778956181971,0.0,0.0,0.0,0.0,0.0
SL1957,88.01626534842927,4.967309838941158,7.016424812629564,0.0,0.0,0.0,0.0,0.0
SL1958,90.92451391536409,4.367136866183759,4.695005718642776,0.013343499809378575,0.0,0.0,0.0,0.0
SL1959,95.42115012383708,1.657751784710804,2.92109809145212,0.0,0.0,0.0,0.0,0.0
SL1960,94.70287793987215,0.47710799155885864,4.5845184573508275,0.23549561121815457,0.0,0.0,0.0,0.0
SL1961,79.57942864554623,0.5204448912091831,19.272674211226043,0.6274522520185479,0.0,0.0,0.0,0.0
SL1962,4.075691411935954,0.0,95.92430858806405,0.0,0.0,0.0,0.0,0.0
SL1963,92.06202072975478,3.483048228982332,4.454931041262886,0.0,0.0,0.0,0.0,0.0
SL1964,90.12756181609335,3.179977026781936,6.69246115712472,0.0,0.0,0.0,0.0,0.0
SL1965,10.457799956606639,0.0,89.53135170318942,0.010848340203948795,0.0,0.0,0.0,0.0
SL1966,95.27581013999665,0.3011880194098946,4.423001840593452,0.0,0.0,0.0,0.0,0.0
SL1967,87.4031374031374,1.6206766206766208,10.463522963522964,0.5126630126630126,0.0,0.0,0.0,0.0
SL1968,89.79574805449501,5.89806179716676,4.306190148338236,0.0,0.0,0.0,0.0,0.0
SL1969,95.56746532156369,0.0,4.432534678436318,0.0,0.0,0.0,0.0,0.0
SL1970,77.53854647265271,16.562167277889507,5.895342876296384,0.003943373161402263,0.0,0.0,0.0,0.0
SL1971,79.10622710622711,2.559218559218559,18.334554334554333,0.0,0.0,0.0,0.0,0.0
SL1972,69.15866219187593,19.922462677930795,10.918875130193264,0.0,0.0,0.0,0.0,0.0
SL1973,94.68765194215844,0.0,5.312348057841566,0.0,0.0,0.0,0.0,0.0
SL1974,97.45618092215435,0.0,2.543819077845648,0.0,0.0,0.0,0.0,0.0
SL1975,91.99804660248361,0.8615878331240407,6.965955071857123,0.17441049253523092,0.0,0.0,0.0,0.0
SL1976,29.016393442622952,0.39344262295081966,70.59016393442623,0.0,0.0,0.0,0.0,0.0
SL1977,88.32304961541712,1.566506071619756,9.49342123799059,0.6170230749725298,0.0,0.0,0.0,0.0
SL1978,90.95223781423532,1.6516635289278425,7.396098656836843,0.0,0.0,0.0,0.0,0.0
SL1979,95.56667858419735,0.6727987779113985,3.7605226378912473,0.0,0.0,0.0,0.0,0.0
SL1980,93.0303220804258,1.114813184970977,5.854864734603215,0.0,0.0,0.0,0.0,0.0
SL1981,91.02319962323648,2.762249933452096,6.214550443311424,0.0,0.0,0.0,0.0,0.0
SL1982,86.61188335423282,3.1322536751954324,10.255862970571757,0.0,0.0,0.0,0.0,0.0
SL1983,97.37864077669903,0.0,2.621359223300971,0.0,0.0,0.0,0.0,0.0
SL1984,82.49425452456191,0.23700086182131572,17.268744613616775,0.0,0.0,0.0,0.0,0.0
SL1985,93.4865568083261,0.0,6.513443191673894,0.0,0.0,0.0,0.0,0.0
SL1986,93.97491072246132,0.4914079907212404,5.136892225986632,0.3906846137411104,0.0,0.00610444708970485,0.0,0.0
SL1987,89.84654528106861,0.368397339058069,9.785057379873313,0.0,0.0,0.0,0.0,0.0
SL1988,94.87551365723955,0.0,5.124486342760455,0.0,0.0,0.0,0.0,0.0
SL1989,76.54277699859747,0.6399018232819075,22.81732117812062,0.0,0.0,0.0,0.0,0.0
SL1990,84.45185330456952,5.510884487154344,10.037262208276132,0.0,0.0,0.0,0.0,0.0
SL1991,92.97928078113837,1.478923553226959,5.541795665634675,0.0,0.0,0.0,0.0,0.0
SL1992,82.45629564062845,12.219517592387696,5.310909493250719,0.013277273733126798,0.0,0.0,0.0,0.0
SL1993,7.142857142857143,0.0,92.85714285714286,0.0,0.0,0.0,0.0,0.0
SL1994,94.94999586742706,0.0,5.05000413257294,0.0,0.0,0.0,0.0,0.0
SL1995,41.25798125254721,0.0,58.74201874745279,0.0,0.0,0.0,0.0,0.0
SL1996,90.40249535120869,0.2999220202747286,9.285585747705596,0.011996880810989144,0.0,0.0,0.0,0.0
SL1997,92.31878525681809,1.1791152394282562,6.502099503753659,0.0,0.0,0.0,0.0,0.0
SL1998,84.93093478959203,5.913909412142628,9.151943462897526,0.0032123353678123997,0.0,0.0,0.0,0.0
SL1999,83.15992292870905,0.0,16.685934489402698,0.15414258188824662,0.0,0.0,0.0,0.0
SL2000,85.01355830069298,0.40373606507984333,14.432057848749624,0.15064778547755348,0.0,0.0,0.0,0.0
SL2001,91.65567108249327,0.84446086451681,7.499868052989919,0.0,0.0,0.0,0.0,0.0
SL2002,90.89292822077749,1.2259519702799522,7.88111980894255,0.0,0.0,0.0,0.0,0.0
SL2003,87.82843578619956,3.413276581812229,8.750102316444298,0.008185315543914218,0.0,0.0,0.0,0.0
SL2004,84.90566037735849,0.0,15.09433962264151,0.0,0.0,0.0,0.0,0.0
SL2005,84.27154896429992,2.422690224444944,13.305760811255126,0.0,0.0,0.0,0.0,0.0
SL2006,91.23884023467392,0.0,8.761159765326077,0.0,0.0,0.0,0.0,0.0
SL2007,12.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0
SL2008,96.0858698562885,0.0,3.914130143711506,0.0,0.0,0.0,0.0,0.0
SL2009,26.166666666666668,1.6,72.23333333333333,0.0,0.0,0.0,0.0,0.0
SL2010,16.216216216216218,4.054054054054054,79.72972972972973,0.0,0.0,0.0,0.0,0.0
SL2011,60.55194805194805,0.0,39.44805194805195,0.0,0.0,0.0,0.0,0.0
SL2012,77.96080964685616,10.357450473729543,11.681739879414298,0.0,0.0,0.0,0.0,0.0
SL2013,94.81892677768967,0.0,5.181073222310336,0.0,0.0,0.0,0.0,0.0
SL2014,93.11402437369378,0.40170453003284207,6.4842710962733765,0.0,0.0,0.0,0.0,0.0
SL2015,88.35096490960642,6.938812841071918,4.710222249321667,0.0,0.0,0.0,0.0,0.0
SL2016,91.47467210277318,4.657871456594484,3.867456440632332,0.0,0.0,0.0,0.0,0.0
SL2017,92.73967180077732,0.0,7.260328199222686,0.0,0.0,0.0,0.0,0.0
SL2018,77.51134393330136,0.0,22.48865606669864,0.0,0.0,0.0,0.0,0.0
SL2019,96.81098269430686,0.0,3.189017305693145,0.0,0.0,0.0,0.0,0.0
SL2020,89.40734188412208,0.0,10.59265811587793,0.0,0.0,0.0,0.0,0.0
SL2021,73.15651760228354,2.2597526165556614,24.583729781160798,0.0,0.0,0.0,0.0,0.0
SL2022,82.2265625,0.0,17.7734375,0.0,0.0,0.0,0.0,0.0
SL2023,44.682948198444855,0.0,55.317051801555145,0.0,0.0,0.0,0.0,0.0
SL2024,78.03536490826535,11.702166931226698,10.262468160507956,0.0,0.0,0.0,0.0,0.0
SL2025,89.6432998209613,2.1828949180553643,8.173805260983336,0.0,0.0,0.0,0.0,0.0
SLP2W,79.17774086378738,0.0,20.813953488372093,0.008305647840531562,0.0,0.0,0.0,0.0
SLPW1B,13.623208379272326,0.0,86.36300992282249,0.0,0.013781697905181918,0.0,0.0,0.0
SLPW3A,12.66945883390279,0.0,86.52595613358316,0.8045850325140527,0.0,0.0,0.0,0.0
SLPW4A,20.92156862745098,0.0,79.07843137254902,0.0,0.0,0.0,0.0,0.0
SLPW5X,53.09465776960882,0.0,46.90534223039118,0.0,0.0,0.0,0.0,0.0
SLPW6A,14.86318407960199,0.0,85.136815920398,0.0,0.0,0.0,0.0,0.0
SLPW7,16.033755274261605,0.0,83.96624472573839,0.0,0.0,0.0,0.0,0.0
SLPW8,30.120481927710845,0.0,69.87951807228916,0.0,0.0,0.0,0.0,0.0
